query_word	match_form	corpus	groups	token_pos	left	node	right
EXPLAIN	explain	Generic	8	214	paragraph tells what happened to the family but does not	explain	why this proves your thesis After the story add a
EXPLAIN	explain	Generic	8	322	wealth through crime and state your thesis clearly Paragraph Briefly	explain	why people are tempted by crime impatience environment dissatisfaction with
EXPLAIN	explain	Generic	8	183	decreases with the acruement of wealth These are assertions briefly	explain	the reasoning behind them eg why would desire increase with
EXPLAIN	explain	Generic	8	281	are critiquing paragraph is not signposted Add transitional sentences that	explain	why you are moving from one institution to the next
EXPLAIN	Explain	Generic	8	146	itself is necessary neutral your second and third paragraphs Body	Explain	the distinction between money and the love of money Body
EXPLAIN	explain	Generic	8	307	example is compelling but could be developed further You might	explain	how he managed to become a representative of the nation
EXPLAIN	explained	Generic	8	354	persuasive The Indiana CHINS example is interesting but somewhat under	explained	for readers unfamiliar with the acronym or the specific policy
EXPLAIN	Explain	Generic	8	396	stronger essay would State the opposing view fully and fairly	Explain	precisely what evidence or reasoning undermines it Then pivot back
EXPLAIN	explained	Generic	8	213	more persuasive if you acknowledged this reality explicitly and then	explained	why the exceptions matter eg While the majority of criminals
EXPLAIN	explain	Generic	8	338	or explicitly argue that both count as crime paying and	explain	why Strengthen the Boston Tea Party Benedict Arnold Examples These
EXPLAIN	explain	Generic	8	451	physical standards unit cohesion arguments vs equal opportunity arguments and	explain	why you find one more persuasive The paragraph on sexual
EXPLAIN	explain	Generic	8	682	thesis A strong conclusion should restate your central argument and	explain	its broader significance why does this debate matter for how
EXPLAIN	explain	Generic	8	262	change Academic argumentation requires you to consider alternative explanations and	explain	why you believe feminism specifically is the cause rather than
EXPLAIN	explain	Generic	8	356	chronologically and factually anchored Suggestion For each historical figure briefly	explain	why she fits your argument radical vs ordinary and cite
EXPLAIN	explain	Generic	8	269	be evil is a strong logical move keep it but	explain	it more fully You could strengthen this by explicitly naming
EXPLAIN	explain	Generic	8	329	somewhat disconnected from your central argument Make the connection explicit	explain	why this example proves your thesis ie money used well
EXPLAIN	explain	Generic	8	513	slave metaphor Conclusion Return explicitly to the original saying and	explain	how your argument agrees disagrees or complicates it Language and
EXPLAIN	explain	Generic	8	106	death A strong argumentative essay must acknowledge these risks and	explain	why the benefits you describe would still outweigh them Right
EXPLAIN	explain	Generic	8	221	imprisonment violence or death losing everything they ve earned Then	explain	why in your view the potential rewards still make crime
EXPLAIN	explain	Generic	8	603	the risks of crime arrest violence loss of freedom and	explain	why you still believe the financial upside outweighs them Verify
EXPLAIN	explain	Generic	8	654	a counterargument paragraph acknowledging the risks costs of crime then	explain	why you still find your thesis compelling Revise the conclusion
EXPLAIN	explain	Generic	8	317	specific process eg how spreadsheet software changed accounting reconciliation and	explain	why it s faster Support the errors claim You assert
EXPLAIN	Explain	Generic	8	379	a clearer structure Introduction State your thesis clearly Body Paragraph	Explain	the history nature of the problem discrimination as learned behavior
EXPLAIN	Explain	Generic	8	403	specific evidence of society unlearning this name examples Body Paragraph	Explain	why this matters more than other discoveries or at least
EXPLAIN	explain	Generic	8	371	they become potentially the most dangerous things but doesn t	explain	how What aspects What people This needs concrete elaboration or
EXPLAIN	explain	Generic	8	394	computers to teach children because it is fun and exciting	explain	how educational software interactive learning platforms etc For your drawbacks
EXPLAIN	explain	Generic	8	220	Socratic idea of complete recoverable knowledge but you don t	explain	how relativity does this Is it because relativity shows knowledge
EXPLAIN	explain	Generic	8	241	these solutions Failed attempts You introduce them but don t	explain	how they relate to your thesis about detriment vs blessing
EXPLAIN	explain	Generic	8	301	and businesspeople can easily work internationally but you don t	explain	how the airplane specifically enables this eg in person meetings
